"Date","Site.Name","COUNTY","meanLat","meanLong","Month","Year","PM2.5","Ozone"
"2018-07-01","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,23,38
"2018-07-01","Leggett","Edgecombe",35.988278,-77.5843,7,2018,35,42
"2018-07-01","Linville Falls","Avery",35.972347,-81.933072,7,2018,25,35
"2018-07-01","Millbrook School","Wake",35.856111,-78.574167,7,2018,36.3333333333333,44
"2018-07-01","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,31,40
"2018-07-02","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,32,40
"2018-07-02","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,31
"2018-07-02","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,29,41
"2018-07-02","Leggett","Edgecombe",35.988278,-77.5843,7,2018,36,42
"2018-07-02","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,23
"2018-07-02","Millbrook School","Wake",35.856111,-78.574167,7,2018,38.5,45
"2018-07-02","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,29,41
"2018-07-03","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,54,54
"2018-07-03","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,45
"2018-07-03","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,51,49
"2018-07-03","Leggett","Edgecombe",35.988278,-77.5843,7,2018,44,44
"2018-07-03","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,35
"2018-07-03","Millbrook School","Wake",35.856111,-78.574167,7,2018,52,44
"2018-07-03","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,46,45
"2018-07-04","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,57,43
"2018-07-04","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,45,39
"2018-07-04","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,45.5,31
"2018-07-04","Leggett","Edgecombe",35.988278,-77.5843,7,2018,22,25
"2018-07-04","Linville Falls","Avery",35.972347,-81.933072,7,2018,43,43
"2018-07-04","Millbrook School","Wake",35.856111,-78.574167,7,2018,41,26
"2018-07-04","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,22,22
"2018-07-05","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,31,29
"2018-07-05","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,30
"2018-07-05","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,23,31
"2018-07-05","Leggett","Edgecombe",35.988278,-77.5843,7,2018,18,24
"2018-07-05","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,26
"2018-07-05","Millbrook School","Wake",35.856111,-78.574167,7,2018,26.5,32
"2018-07-05","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,25,27
"2018-07-06","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,34,32
"2018-07-06","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,41
"2018-07-06","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,25,45
"2018-07-06","Leggett","Edgecombe",35.988278,-77.5843,7,2018,NA,34
"2018-07-06","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,28
"2018-07-06","Millbrook School","Wake",35.856111,-78.574167,7,2018,25.5,36
"2018-07-06","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,16,35
"2018-07-07","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,33,36
"2018-07-07","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,6,35
"2018-07-07","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,31.5,33
"2018-07-07","Leggett","Edgecombe",35.988278,-77.5843,7,2018,NA,26
"2018-07-07","Linville Falls","Avery",35.972347,-81.933072,7,2018,22,31
"2018-07-07","Millbrook School","Wake",35.856111,-78.574167,7,2018,28.3333333333333,31
"2018-07-07","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,30,29
"2018-07-08","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,21,51
"2018-07-08","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,58
"2018-07-08","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,25,61
"2018-07-08","Leggett","Edgecombe",35.988278,-77.5843,7,2018,NA,35
"2018-07-08","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,33
"2018-07-08","Millbrook School","Wake",35.856111,-78.574167,7,2018,22.5,37
"2018-07-08","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,22,35
"2018-07-09","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,23,46
"2018-07-09","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,46
"2018-07-09","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,23,54
"2018-07-09","Leggett","Edgecombe",35.988278,-77.5843,7,2018,NA,43
"2018-07-09","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,43
"2018-07-09","Millbrook School","Wake",35.856111,-78.574167,7,2018,22.5,48
"2018-07-09","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,29,46
"2018-07-10","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,47,54
"2018-07-10","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,30,45
"2018-07-10","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,46.5,67
"2018-07-10","Leggett","Edgecombe",35.988278,-77.5843,7,2018,56,74
"2018-07-10","Linville Falls","Avery",35.972347,-81.933072,7,2018,34,45
"2018-07-10","Millbrook School","Wake",35.856111,-78.574167,7,2018,45.3333333333333,74
"2018-07-10","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,46.5,87
"2018-07-11","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,52,51
"2018-07-11","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,50
"2018-07-11","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,53,100
"2018-07-11","Leggett","Edgecombe",35.988278,-77.5843,7,2018,54,64
"2018-07-11","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,42
"2018-07-11","Millbrook School","Wake",35.856111,-78.574167,7,2018,61.5,90
"2018-07-11","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,60,87
"2018-07-12","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,48,97
"2018-07-12","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,43
"2018-07-12","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,52,80
"2018-07-12","Leggett","Edgecombe",35.988278,-77.5843,7,2018,48,48
"2018-07-12","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,38
"2018-07-12","Millbrook School","Wake",35.856111,-78.574167,7,2018,50,48
"2018-07-12","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,57,46
"2018-07-13","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,44,93
"2018-07-13","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,24,49
"2018-07-13","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,48.5,51
"2018-07-13","Leggett","Edgecombe",35.988278,-77.5843,7,2018,46,44
"2018-07-13","Linville Falls","Avery",35.972347,-81.933072,7,2018,47,46
"2018-07-13","Millbrook School","Wake",35.856111,-78.574167,7,2018,47.6666666666667,48
"2018-07-13","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,39,47
"2018-07-14","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,37,58
"2018-07-14","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,45
"2018-07-14","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,51,51
"2018-07-14","Leggett","Edgecombe",35.988278,-77.5843,7,2018,22,37
"2018-07-14","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,44
"2018-07-14","Millbrook School","Wake",35.856111,-78.574167,7,2018,34.5,43
"2018-07-14","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,27,37
"2018-07-15","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,38,64
"2018-07-15","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,41
"2018-07-15","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,48,44
"2018-07-15","Leggett","Edgecombe",35.988278,-77.5843,7,2018,35,47
"2018-07-15","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,29
"2018-07-15","Millbrook School","Wake",35.856111,-78.574167,7,2018,46.5,48
"2018-07-15","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,35,45
"2018-07-16","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,32,54
"2018-07-16","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,24,40
"2018-07-16","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,48,42
"2018-07-16","Leggett","Edgecombe",35.988278,-77.5843,7,2018,46,45
"2018-07-16","Linville Falls","Avery",35.972347,-81.933072,7,2018,31,31
"2018-07-16","Millbrook School","Wake",35.856111,-78.574167,7,2018,53.3333333333333,46
"2018-07-16","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,37,40
"2018-07-17","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,29,43
"2018-07-17","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,41
"2018-07-17","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,30,42
"2018-07-17","Leggett","Edgecombe",35.988278,-77.5843,7,2018,42,43
"2018-07-17","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,37
"2018-07-17","Millbrook School","Wake",35.856111,-78.574167,7,2018,46,43
"2018-07-17","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,43,42
"2018-07-18","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,NA,51
"2018-07-18","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,50
"2018-07-18","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,40,77
"2018-07-18","Leggett","Edgecombe",35.988278,-77.5843,7,2018,31,46
"2018-07-18","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,39
"2018-07-18","Millbrook School","Wake",35.856111,-78.574167,7,2018,26.5,43
"2018-07-18","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,36,45
"2018-07-19","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,NA,64
"2018-07-19","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,28,48
"2018-07-19","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,43.5,43
"2018-07-19","Leggett","Edgecombe",35.988278,-77.5843,7,2018,33,54
"2018-07-19","Linville Falls","Avery",35.972347,-81.933072,7,2018,29,39
"2018-07-19","Millbrook School","Wake",35.856111,-78.574167,7,2018,35,64
"2018-07-19","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,38.5,50
"2018-07-20","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,47,67
"2018-07-20","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,48
"2018-07-20","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,42,45
"2018-07-20","Leggett","Edgecombe",35.988278,-77.5843,7,2018,32,38
"2018-07-20","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,45
"2018-07-20","Millbrook School","Wake",35.856111,-78.574167,7,2018,37,41
"2018-07-20","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,32,38
"2018-07-21","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,40,61
"2018-07-21","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,50
"2018-07-21","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,31,50
"2018-07-21","Leggett","Edgecombe",35.988278,-77.5843,7,2018,13,26
"2018-07-21","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,41
"2018-07-21","Millbrook School","Wake",35.856111,-78.574167,7,2018,24.5,40
"2018-07-21","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,17,30
"2018-07-22","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,31,41
"2018-07-22","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,13,35
"2018-07-22","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,20.5,47
"2018-07-22","Leggett","Edgecombe",35.988278,-77.5843,7,2018,20,37
"2018-07-22","Linville Falls","Avery",35.972347,-81.933072,7,2018,18,31
"2018-07-22","Millbrook School","Wake",35.856111,-78.574167,7,2018,25.3333333333333,44
"2018-07-22","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,39.5,39
"2018-07-23","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,38,40
"2018-07-23","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,40
"2018-07-23","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,25,42
"2018-07-23","Leggett","Edgecombe",35.988278,-77.5843,7,2018,22,40
"2018-07-23","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,37
"2018-07-23","Millbrook School","Wake",35.856111,-78.574167,7,2018,29.5,44
"2018-07-23","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,26,41
"2018-07-24","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,26,45
"2018-07-24","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,54
"2018-07-24","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,19,44
"2018-07-24","Leggett","Edgecombe",35.988278,-77.5843,7,2018,11,34
"2018-07-24","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,37
"2018-07-24","Millbrook School","Wake",35.856111,-78.574167,7,2018,21.5,40
"2018-07-24","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,12,36
"2018-07-25","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,28,38
"2018-07-25","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,43
"2018-07-25","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,27.5,42
"2018-07-25","Leggett","Edgecombe",35.988278,-77.5843,7,2018,13,37
"2018-07-25","Linville Falls","Avery",35.972347,-81.933072,7,2018,21,24
"2018-07-25","Millbrook School","Wake",35.856111,-78.574167,7,2018,27.3333333333333,35
"2018-07-25","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,15,39
"2018-07-26","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,33,45
"2018-07-26","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,77
"2018-07-26","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,30,64
"2018-07-26","Leggett","Edgecombe",35.988278,-77.5843,7,2018,30,42
"2018-07-26","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,29
"2018-07-26","Millbrook School","Wake",35.856111,-78.574167,7,2018,41,46
"2018-07-26","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,31,45
"2018-07-27","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,50,71
"2018-07-27","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,44
"2018-07-27","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,35,64
"2018-07-27","Leggett","Edgecombe",35.988278,-77.5843,7,2018,45,34
"2018-07-27","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,40
"2018-07-27","Millbrook School","Wake",35.856111,-78.574167,7,2018,48,44
"2018-07-27","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,38,33
"2018-07-28","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,43,44
"2018-07-28","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,25,44
"2018-07-28","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,48.5,51
"2018-07-28","Leggett","Edgecombe",35.988278,-77.5843,7,2018,35,36
"2018-07-28","Linville Falls","Avery",35.972347,-81.933072,7,2018,34,39
"2018-07-28","Millbrook School","Wake",35.856111,-78.574167,7,2018,45.5,43
"2018-07-28","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,29.5,37
"2018-07-29","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,42,44
"2018-07-29","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,38
"2018-07-29","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,33,45
"2018-07-29","Leggett","Edgecombe",35.988278,-77.5843,7,2018,NA,35
"2018-07-29","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,39
"2018-07-29","Millbrook School","Wake",35.856111,-78.574167,7,2018,42,37
"2018-07-29","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,30,34
"2018-07-30","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,26,44
"2018-07-30","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,34
"2018-07-30","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,22,44
"2018-07-30","Leggett","Edgecombe",35.988278,-77.5843,7,2018,NA,22
"2018-07-30","Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,37
"2018-07-30","Millbrook School","Wake",35.856111,-78.574167,7,2018,24,29
"2018-07-30","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,20,22
"2018-07-31","Clemmons Middle","Forsyth",36.026,-80.342,7,2018,31,31
"2018-07-31","Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,23,46
"2018-07-31","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,31,29
"2018-07-31","Leggett","Edgecombe",35.988278,-77.5843,7,2018,NA,25
"2018-07-31","Linville Falls","Avery",35.972347,-81.933072,7,2018,25,32
"2018-07-31","Millbrook School","Wake",35.856111,-78.574167,7,2018,30.5,31
"2018-07-31","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,26.5,27
"2018-08-01","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,23,35
"2018-08-01","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,NA,32
"2018-08-01","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,15,25
"2018-08-01","Leggett","Edgecombe",35.988278,-77.5843,8,2018,21,21
"2018-08-01","Linville Falls","Avery",35.972347,-81.933072,8,2018,NA,31
"2018-08-01","Millbrook School","Wake",35.856111,-78.574167,8,2018,31,30
"2018-08-01","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,29,19
"2018-08-02","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,18,31
"2018-08-02","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,NA,29
"2018-08-02","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,15,26
"2018-08-02","Leggett","Edgecombe",35.988278,-77.5843,8,2018,16,15
"2018-08-02","Linville Falls","Avery",35.972347,-81.933072,8,2018,NA,27
"2018-08-02","Millbrook School","Wake",35.856111,-78.574167,8,2018,35,20
"2018-08-02","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,20,16
"2018-08-03","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,17,25
"2018-08-03","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,2,38
"2018-08-03","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,13.5,22
"2018-08-03","Leggett","Edgecombe",35.988278,-77.5843,8,2018,10,17
"2018-08-03","Linville Falls","Avery",35.972347,-81.933072,8,2018,5,20
"2018-08-03","Millbrook School","Wake",35.856111,-78.574167,8,2018,17.5,19
"2018-08-03","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,11.5,21
"2018-08-04","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,22,29
"2018-08-04","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,NA,36
"2018-08-04","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,25,40
"2018-08-04","Leggett","Edgecombe",35.988278,-77.5843,8,2018,43,26
"2018-08-04","Linville Falls","Avery",35.972347,-81.933072,8,2018,NA,23
"2018-08-04","Millbrook School","Wake",35.856111,-78.574167,8,2018,29.5,31
"2018-08-04","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,19,23
"2018-08-05","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,29,41
"2018-08-05","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,NA,41
"2018-08-05","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,27,39
"2018-08-05","Leggett","Edgecombe",35.988278,-77.5843,8,2018,24,28
"2018-08-05","Linville Falls","Avery",35.972347,-81.933072,8,2018,NA,22
"2018-08-05","Millbrook School","Wake",35.856111,-78.574167,8,2018,35.5,38
"2018-08-05","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,28,31
"2018-08-06","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,37,39
"2018-08-06","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,20,31
"2018-08-06","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,28,47
"2018-08-06","Leggett","Edgecombe",35.988278,-77.5843,8,2018,35,31
"2018-08-06","Linville Falls","Avery",35.972347,-81.933072,8,2018,21,25
"2018-08-06","Millbrook School","Wake",35.856111,-78.574167,8,2018,44,48
"2018-08-06","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,35.5,37
"2018-08-07","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,32,40
"2018-08-07","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,NA,32
"2018-08-07","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,26,43
"2018-08-07","Leggett","Edgecombe",35.988278,-77.5843,8,2018,41,44
"2018-08-07","Linville Falls","Avery",35.972347,-81.933072,8,2018,NA,28
"2018-08-07","Millbrook School","Wake",35.856111,-78.574167,8,2018,39,43
"2018-08-07","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,45,45
"2018-08-08","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,25,32
"2018-08-08","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,NA,40
"2018-08-08","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,25,41
"2018-08-08","Leggett","Edgecombe",35.988278,-77.5843,8,2018,30,41
"2018-08-08","Linville Falls","Avery",35.972347,-81.933072,8,2018,NA,25
"2018-08-08","Millbrook School","Wake",35.856111,-78.574167,8,2018,27.5,42
"2018-08-08","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,43,43
"2018-08-09","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,40,43
"2018-08-09","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,18,43
"2018-08-09","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,24.5,44
"2018-08-09","Leggett","Edgecombe",35.988278,-77.5843,8,2018,30,37
"2018-08-09","Linville Falls","Avery",35.972347,-81.933072,8,2018,21,37
"2018-08-09","Millbrook School","Wake",35.856111,-78.574167,8,2018,38,44
"2018-08-09","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,29.5,43
"2018-08-10","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,52,58
"2018-08-10","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,NA,37
"2018-08-10","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,36,54
"2018-08-10","Leggett","Edgecombe",35.988278,-77.5843,8,2018,46,44
"2018-08-10","Linville Falls","Avery",35.972347,-81.933072,8,2018,NA,35
"2018-08-10","Millbrook School","Wake",35.856111,-78.574167,8,2018,54,67
"2018-08-10","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,52,49
"2018-08-11","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,34,35
"2018-08-11","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,NA,40
"2018-08-11","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,26,44
"2018-08-11","Leggett","Edgecombe",35.988278,-77.5843,8,2018,33,39
"2018-08-11","Linville Falls","Avery",35.972347,-81.933072,8,2018,NA,27
"2018-08-11","Millbrook School","Wake",35.856111,-78.574167,8,2018,48,44
"2018-08-11","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,46,37
"2018-08-12","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,41,33
"2018-08-12","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,35,41
"2018-08-12","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,27,44
"2018-08-12","Leggett","Edgecombe",35.988278,-77.5843,8,2018,24,33
"2018-08-12","Linville Falls","Avery",35.972347,-81.933072,8,2018,35,32
"2018-08-12","Millbrook School","Wake",35.856111,-78.574167,8,2018,34.6666666666667,41
"2018-08-12","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,31,38
"2018-08-13","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,42,40
"2018-08-13","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,NA,41
"2018-08-13","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,30,54
"2018-08-13","Leggett","Edgecombe",35.988278,-77.5843,8,2018,21,36
"2018-08-13","Linville Falls","Avery",35.972347,-81.933072,8,2018,NA,33
"2018-08-13","Millbrook School","Wake",35.856111,-78.574167,8,2018,39,44
"2018-08-13","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,25,38
"2018-08-14","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,52,41
"2018-08-14","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,NA,45
"2018-08-14","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,50,50
"2018-08-14","Leggett","Edgecombe",35.988278,-77.5843,8,2018,NA,33
"2018-08-14","Linville Falls","Avery",35.972347,-81.933072,8,2018,NA,31
"2018-08-14","Millbrook School","Wake",35.856111,-78.574167,8,2018,45,38
"2018-08-14","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,44,37
"2018-08-15","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,54,45
"2018-08-15","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,49,37
"2018-08-15","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,57,84
"2018-08-15","Leggett","Edgecombe",35.988278,-77.5843,8,2018,NA,43
"2018-08-15","Linville Falls","Avery",35.972347,-81.933072,8,2018,43,39
"2018-08-15","Millbrook School","Wake",35.856111,-78.574167,8,2018,53.6666666666667,50
"2018-08-15","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,2018,53,46
"2018-08-16","Clemmons Middle","Forsyth",36.026,-80.342,8,2018,63,54
"2018-08-16","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,2018,NA,44
"2018-08-16","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,2018,59,44
"2018-08-16","Leggett","Edgecombe",35.988278,-77.5843,8,2018,54,43
"2018-08-16","Linville Falls","Avery",35.972347,-81.933072,8,2018,NA,31
